reenactment_id,split,sequence_timestamp,set_id,participant_id,level_id,emoji_id,true_label_id,true_label,BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR
1700478995850-2-1-1-0-0,test,1700478995850,2,1,1,0,0,Anger,0.22309208177030085,0.24855785953501858,0.04586167211333906,0.047131840325891926,0.08459721170365805,0.05452009805788593,1.401298464324817e-45,1.401298464324817e-45,0.20649641946268577,0.17289293628806865,4.6413507906759907e-17,2.820168481985079e-17,0.0025584598874653424,0.0351558352510134,0.0021498221050326935,0.00944573165227968,0.007195671399434407,0.05245456354071692,0.04098097309470172,0.0,0.06805385091186808,0.067954856941166,0.05844635646790261,0.06759695497651891,0.027385052541891677,0.050654684364174744,0.05294554543991879,0.016728171015468692,0.131511012216409,0.05358323369485632,0.02742509081338839,0.01610045268510774,1.4413772673165737e-15,1.3281618609752677e-15,0.002269036586433959,0.04371917160848771,0.006914282819100917,0.04409794543559347,1.401298464324817e-45,1.401298464324817e-45,0.24846501251061753,0.2569245272626479,0.008605398276510294,0.0008179589562858386,0.0007067149968181854,0.022969385019193045,0.00019660099804391426,0.010668618154401531,0.13506065240750706,0.11357340922889607,0.034223326295614184,0.013334476076609713,0.006485995132485738,1.0051986402124547e-08,6.9790221386917615e-09,0.0028473751301680257,0.003147109105852561,5.161996220911731e-14,0.00010575249264848197,1.401298464324817e-45,1.401298464324817e-45,0.01662606653602167,0.01037629608375326
1700478998549-2-1-1-1-5,test,1700478998549,2,1,1,1,5,Sadness,0.09448019710058965,0.04500956754200156,0.007577447872727946,0.00617295646424908,0.04195675713320569,0.01482039016361033,1.401298464324817e-45,1.401298464324817e-45,0.388877934217453,0.3379939655462901,1.3756183620648004e-05,1.160486815771279e-05,0.02002002522640393,0.011790878566292405,0.04975976171942113,0.04816843244576976,0.0,0.04452942193796232,0.042059551676114346,0.0,0.0,0.0,0.061237072696288385,0.06505008448536194,0.019429527999212305,0.022355370906492023,0.019097401108592704,0.04860009203354513,0.016760562945332794,0.0021198998443044564,0.8155537267525991,0.7958436131477356,1.9997897054662345e-05,1.5829652182213698e-05,0.06623034700753289,0.03724960591644044,0.06550301040328296,0.03628417461489633,1.401298464324817e-45,1.401298464324817e-45,0.02575438704031207,0.03523742943070824,0.13597145403424893,0.13701155409216878,0.0012044584541929975,0.0140622805517826,0.008117565533029798,0.00447145984601787,0.0642930737075706,0.04780819254616899,0.021351176314055868,0.000882225225981462,0.0008820726905347413,9.391552748493217e-11,7.92585620713054e-21,0.00033739498614194954,0.003818396313113177,3.1552412110608875e-05,0.011379909732689406,1.401298464324817e-45,1.401298464324817e-45,4.634970150826923e-06,8.405012014517377e-07
1700479001137-2-1-1-2-3,test,1700479001137,2,1,1,2,3,Happiness,1.6055262887467355e-06,1.6746515057045978e-06,2.426570960304476e-11,2.4370322895679304e-11,0.1582767366742094,0.16620861937602358,1.401298464324817e-45,1.401298464324817e-45,3.353203256942234e-15,0.16573636680841444,0.4787423342466354,0.4768158038457235,0.009758306317992982,2.0307109708208374e-15,0.009543057608728573,2.013839767236291e-12,0.053693539276719056,0.14001029705007867,0.0,0.0,0.04473317340016363,0.044517223040262836,0.021842032255760035,0.03987111464375625,0.5606457014878591,1.2569057171338226e-11,0.009557389041098407,0.2997096450378497,0.1106104508042335,1.4315575823910368e-10,0.011146841936473063,0.015321163225841346,0.3577675953507423,0.3531082669893901,1.03540486408244e-21,1.1205000714149273e-16,1.2616666641682526e-21,9.591108612280874e-16,1.3548205894937403e-09,1.401298464324817e-45,0.0010714050484636052,4.682246473148977e-13,0.23230154986182847,0.26394872541228925,0.11100234091281888,0.1516658057769139,0.07657705955207343,0.13260656992594397,5.2779473851456153e-17,4.10521593451893e-17,0.028742747195064977,0.19248458445072167,0.20419234509269393,6.905035697327932e-23,0.0006572523037902866,1.4876397248473332e-16,1.6100153416736962e-14,0.027515070070512546,0.04614777618553485,1.401298464324817e-45,1.401298464324817e-45,0.6217567453781764,0.6316559185584386
1700479004312-2-1-1-3-0,test,1700479004312,2,1,1,3,0,Anger,0.03407952989803863,0.025055746910705508,0.002083358164595928,0.0029151024726255807,0.042227657449742106,0.0179476570958892,1.401298464324817e-45,1.401298464324817e-45,0.0348679119585782,0.03264196806855272,8.764961009139125e-23,2.2652961893860304e-23,0.002802524246902237,0.0003318853676328198,0.0,0.0,0.0,0.0,0.13425579965114587,0.047770144611907456,0.19575312162439026,0.1966138385236263,0.007921291338789126,0.00447563548247364,0.01446311492472882,0.006827923823489806,0.007823039003229318,0.003462718268404291,0.08329971159497893,0.0010414725715993842,0.011230987894426373,0.0050772614024916785,0.0005314752114524187,0.0005314751964154411,3.179949701182222e-36,0.004306785216687083,3.8825337825518003e-36,0.003541502123677723,4.872311138001608e-24,0.00022314087997110996,0.05682892585010835,0.05272016567817386,0.0019628126692897946,0.0005696724608232598,0.07480253012229994,0.006587345610781344,0.05989037031928694,0.003928802152464971,0.03626625754781376,0.029172963555704253,0.02262209653854364,3.44819274607663e-20,2.996824549855749e-20,0.00019660481233847214,0.0007260989632868463,9.686588370191378e-11,9.686588370191378e-11,7.351664931045758e-10,0.0010723089285116865,1.401298464324817e-45,1.401298464324817e-45,0.015579085777668854,0.011782052899555574
1700479005401-2-1-1-4-0,test,1700479005401,2,1,1,4,0,Anger,0.2812343627214432,0.2538015524546305,0.010864261382569818,0.01282627641533808,0.06724211523930228,0.03644317649304863,1.401298464324817e-45,1.401298464324817e-45,0.1843722914656003,0.1697907542188962,5.653488600533255e-29,1.4611130721270015e-29,0.029429204265276548,0.0015420867457691819,0.0,0.0,0.0,0.016754071340983452,0.06973804657657935,0.0,0.1714078217744827,0.17160438398520148,0.09139242817958192,0.07726490211983515,0.016552653753509075,0.02762158041199043,0.027163954141239267,0.017693103477358776,0.12570062925418216,0.02634874212866023,0.027867070399224717,0.020590298809111066,4.075645763298534e-08,4.0756448594729085e-08,2.0532759298263436e-42,0.027163628240426334,2.5069229526770977e-42,0.015217959973961062,3.1459270766591674e-30,0.0005092881593248179,0.20235225111246105,0.196443136036396,0.010610892499486563,0.002951517418841783,0.05283050773044424,0.016175054914007524,0.04569288647423183,0.01088317027315491,0.13904562840859092,0.10974408388137813,0.02806297584126388,2.2251043551286927e-26,1.9338381148490878e-26,0.00012493239838383028,0.0016938645799883547,6.253740401171379e-17,6.253740401171379e-17,3.210916687711019e-13,0.00020712531962388528,1.401298464324817e-45,1.401298464324817e-45,0.01585280559957022,0.010862254568686053
1700479007738-2-1-1-5-5,test,1700479007738,2,1,1,5,5,Sadness,0.08317596029270359,0.026962139440047345,3.260266448930394e-11,4.612885087820627e-11,0.053370005451142746,0.02142430872772816,1.401298464324817e-45,1.401298464324817e-45,0.3381523296236992,0.28320988863706587,4.7494300068357673e-07,4.724744792100611e-07,0.008491224997415234,3.2986555056468275e-11,0.008491100712377185,8.400158809846229e-12,0.0,0.06052815876901144,0.025820104281107537,0.0,0.01029979735612869,0.010294331361850097,0.06325040584613359,0.0666672278951106,0.02204525110622243,0.01079715269928172,0.010352990577610488,0.010606792538116324,0.03193878253029345,7.105048403286464e-05,0.9119996309280396,0.8747322003046671,6.583201440558499e-07,4.356703474455113e-07,1.401298464324817e-45,0.006124615676019182,1.401298464324817e-45,4.4347815165460046e-11,9.70076887898141e-42,1.5867647383366e-15,1.512017723486714e-17,2.0411176216245683e-17,0.23578441739082334,0.26139850914478296,0.009288590566222825,1.349908271339184e-06,0.010161403299692473,4.010016827264244e-06,0.0016602622849566729,5.121355671880917e-15,0.00993760827307896,0.0033551163240379493,0.0019836699218065456,4.133403234522307e-06,3.9240550219933844e-09,0.021519457052151324,0.0377666261978447,0.00453969298274988,0.01983897613051032,1.401298464324817e-45,1.401298464324817e-45,2.1761690910938973e-08,0.02102109071177736
1700479015441-2-1-1-8-3,test,1700479015441,2,1,1,8,3,Happiness,0.001293037679642293,0.0001739156178756426,4.589506526801341e-14,2.3897692884147464e-14,0.37942362825075787,0.3743077201147874,1.401298464324817e-45,1.401298464324817e-45,0.05350057135025659,0.05178671001146232,0.23947244398295878,0.270469420030713,0.016855125206833032,1.0286457836627962e-07,0.024513875530101297,0.007662377836768088,0.010028028418309957,0.09205853814880047,0.004497979984929143,0.0,0.0,0.0,0.037368713819550176,0.11903214404980339,0.012883781051884046,2.5036014322242858e-16,0.009127453124771612,1.2843730532125012e-12,0.17864617742598055,0.01066672055232699,0.01004520440474147,0.006122877644762967,0.8585620279734333,0.8947437745208542,1.5060827871118405e-14,2.429171365826895e-14,4.173764822377009e-15,2.3751497721743154e-14,1.401298464324817e-45,0.0004516917263875377,0.009127436624839858,0.009127436314398999,0.035090500861406276,0.02773279615988329,0.26601852973302204,0.08364268457517024,0.20607742071151727,0.08307028515264388,1.57741757473044e-18,9.690423912177767e-18,0.038353809962669946,1.3129681938460982e-14,2.7491514220446076e-14,0.010865572995195744,0.00023482751922542102,4.179679524167405e-28,9.760897715225166e-29,0.05879138459761933,0.0784821162000298,1.401298464324817e-45,1.401298464324817e-45,0.22031843128303683,0.16062372314433254
1700479105264-2-1-2-0-4,test,1700479105264,2,1,2,0,4,Neutral,2.5823074709071156e-06,1.3321872688839184e-06,1.401298464324817e-45,6.947591076173632e-42,0.012310254977395083,0.007155510335481517,1.401298464324817e-45,1.401298464324817e-45,1.0696578277679439e-44,0.005389189087509256,0.0027300605104875796,0.0022967190918917785,0.00032913529315039706,2.5766589564799236e-11,0.0002332508771711829,2.7167842327202145e-11,0.0,0.0182280988122026,0.10391136979063349,0.035547719026605265,0.17442632744399206,0.17516751368530092,2.650877684355161e-06,1.3144109349839022e-10,0.007417361289329436,1.401298464324817e-45,9.653539765895792e-35,3.16916489403678e-05,4.057918384235867e-09,3.774604233847932e-10,5.786207660020357e-09,0.0005756289488445353,0.004041161119857821,0.0011764156781585379,1.401298464324817e-45,9.918577370286297e-42,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.0696578277679439e-44,6.606655159803404e-43,1.0696578277679439e-44,0.0011732993106003387,0.0011719395292857106,0.01978197260759767,0.0010745641569147905,0.010357215684416558,0.0007452957875211364,1.401298464324817e-45,1.401298464324817e-45,0.013844957792510547,3.1129047316503214e-05,0.00014195915010200376,0.0015877092459049486,8.884753289637934e-09,1.90532958404082e-37,6.632812731137468e-45,0.000573142033276478,0.0001414424046136424,1.401298464324817e-45,1.401298464324817e-45,0.043216832478841095,0.014007117454517928
1700479106931-2-1-2-1-1,test,1700479106931,2,1,2,1,1,Disgust,1.753088585034155e-10,9.045009174516819e-11,1.401298464324817e-45,1.401298464324817e-45,0.010926250147167539,0.0006328509071595359,1.401298464324817e-45,1.401298464324817e-45,0.11033507188161211,0.08854747201209341,0.00034581543781991316,0.00027209184806144184,1.251631647681142e-12,1.0381270848076506e-18,0.0,0.0,0.0,0.0,0.15334871460994082,0.06724912077188488,0.09502647258341308,0.09544441575805342,0.0026888449603655134,0.0016578021148929277,0.12249910023335055,0.006955002356941474,0.009641156842311186,0.02507652686912938,8.435071407002773e-17,7.859172641740374e-18,0.19191492336491747,0.1847690285535039,0.000348660435821307,0.0003203577438699177,1.401298464324817e-45,0.00661297384649512,1.401298464324817e-45,0.0072767743685592905,0.011854038859989154,0.011202091155185645,0.06831276379525658,0.07306892002622284,0.01501496029591746,0.01601686645921818,0.007169780408295411,0.0023660217100522334,0.005803163353323868,0.002820354469925688,0.050494881222645414,0.0446819477404157,0.0886578891581545,6.965650131459079e-16,3.0645853671479487e-15,0.0008899988747624099,3.053897446225449e-05,4.811124727515205e-45,0.00090024407885113,1.308306885903221e-05,0.00013641752229883927,1.401298464324817e-45,1.401298464324817e-45,0.0022217103661301934,0.0012803028309271605
1700479111705-2-1-2-3-2,test,1700479111705,2,1,2,3,2,Fear,1.2927239355531372e-22,6.669776958633366e-23,1.1023229593912221e-07,8.334483859728792e-08,0.008881021283256466,0.007957218719335843,1.3855500148336059e-08,3.774195441013281e-08,8.025279594145914e-08,0.094079661120971,0.2463960046569506,0.2385144382715225,6.294518978716267e-35,2.9277889334524135e-41,2.7652170152825866e-35,2.2936219714324547e-41,0.0,0.05151639239241676,0.03504311932871733,0.0,0.00047458419576287006,0.0004748150783901367,0.08249560646769769,0.0667102960514057,0.5828136831521988,4.768171270036249e-08,0.014738032811631711,0.05037973086291455,4.242518588477506e-39,3.952859779582982e-40,0.10296471516291296,0.09975706959764158,0.07961591531833008,0.06704548460741834,3.0737915961338328e-09,6.086261325885898e-10,5.950170954683506e-09,2.0919211126765118e-09,5.123101287808533e-11,5.1231029754482713e-11,4.110837564078105e-16,4.2025823598418506e-16,0.4128163496653239,0.44797918101151785,0.09641710544625913,0.01862434101158832,0.0673585824668407,0.01180655910427178,1.283718453297491e-11,6.065998783588562e-11,0.02637209954361116,0.15553256248434383,0.1675519968072573,1.428747798161402e-22,0.0011301986736441127,1.401298464324817e-45,4.563413371876062e-11,0.04623799688609622,0.049831679112200274,1.401298464324817e-45,1.401298464324817e-45,0.21899087925752,0.20656778564055758
