reenactment_id,split,sequence_timestamp,set_id,participant_id,level_id,emoji_id,true_label_id,true_label,AU1,AU2,AU4,AU5,AU6,AU7,AU8,AU9,AU10,AU12,AU14,AU15,AU16,AU17,AU18,AU20,AU22,AU23,AU24,AU26,AU28,AU43,AD29,AD30,AD34,AD35,EYE61,EYE62,EYE63,EYE64,UNMAPPED_MouthLeft,UNMAPPED_MouthRight
1700478995850-2-1-1-0-0,test,1700478995850,2,1,1,0,0,Anger,0.06302165572221076,5.287624635005097e-05,0.23582497065265973,1.401298464324817e-45,0.069558654880772,0.09254712295563267,0.034223326295614184,0.002997242118010293,0.013501181309887464,1.3847695641459207e-15,3.7307596363305347e-17,0.021762771749248067,0.009910235604547726,0.1896946778753772,0.25269476988663275,0.004711678616398067,0.024250109112404016,0.12431703081820156,1.401298464324817e-45,0.027385052541891677,0.008635329792114168,0.018857147569239372,0.016728171015468692,0.051800114902046765,0.04649675621961549,1.401298464324817e-45,0.029825117470075664,0.02049048654735086,0.06800435392651705,0.005797776878656187,1.0051986402124547e-08,6.9790221386917615e-09
1700478998549-2-1-1-1-5,test,1700478998549,2,1,1,1,5,Sadness,0.06314357859082516,0.005705731072400007,0.06974488232129561,1.401298464324817e-45,0.028388573648408008,0.009440231394818626,0.021351176314055868,0.0020778956496275633,2.73773567613933e-06,1.791377461843802e-05,1.2680525889180397e-05,0.8056986699501674,0.0008821489582581017,0.36343594988187156,0.030495908235510155,0.13649150406320887,0.051316784485538156,0.056050633126869795,1.401298464324817e-45,0.019429527999212305,0.006963941096255817,0.015905451896348167,0.04860009203354513,0.020726386007542362,0.0068752021684885135,1.401298464324817e-45,0.02226471096898116,0.021029775838057173,0.0,0.04896409708259544,9.391552748493217e-11,7.92585620713054e-21
1700479001137-2-1-1-2-3,test,1700479001137,2,1,1,2,3,Happiness,0.030856573449758142,0.0368314231280237,1.6400888972256666e-06,1.401298464324817e-45,0.1622426780251165,0.05530522547369463,0.028742747195064977,8.124458694610848e-15,0.6267063319683075,0.35543793117006617,0.47777906904617945,0.013234002581157204,0.1983384647717078,0.0828681834042089,0.0005357025244659149,0.24812513763705885,2.677907913602771e-16,4.6915816598322723e-17,6.774102947468701e-10,0.5606457014878591,0.11796294404193755,0.004879153158997507,0.2997096450378497,0.004778694526833732,2.4318016249362034e-11,1.401298464324817e-45,0.09685191816339886,0.0,0.044625198220213234,0.004771528805371207,6.905035697327932e-23,0.0006572523037902866
1700479004312-2-1-1-3-0,test,1700479004312,2,1,1,3,0,Anger,0.006198463410631383,0.0005361548318390897,0.029567638404372067,1.401298464324817e-45,0.030087657272815656,0.04217059208328915,0.02262209653854364,9.686588370191378e-11,0.013680569338612215,0.0005314752039339299,5.515128599262578e-23,0.008154124648459025,3.222508647966189e-20,0.03375494001356546,0.054774545764141105,0.001266242565056527,0.0019620718350912016,0.03271961055175901,0.00011157043998555498,0.01446311492472882,0.036302262051208296,0.0015672048072675284,0.003462718268404291,0.007325481413359562,0.0024992303186107544,1.401298464324817e-45,0.0,0.09101297213152666,0.19618348007400827,0.0,0.00019660481233847214,0.0007260989632868463
1700479005401-2-1-1-4-0,test,1700479005401,2,1,1,4,0,Anger,0.08432866514970853,0.00010356265997248848,0.26751795758803687,1.401298464324817e-45,0.05184264586617546,0.07602468569142119,0.02806297584126388,6.253740401171379e-17,0.013357530084128138,4.0756453113857216e-08,3.557300836330128e-29,0.02422868460416789,2.07947123498889e-26,0.17708152284224826,0.19939769357442852,0.006781204959164173,0.010595397053596849,0.12439485614498452,0.00025464407966240894,0.016552653753509075,0.03139540484795963,0.015485645505522864,0.017693103477358776,0.027392767276614848,0.011845268898953949,1.401298464324817e-45,0.008377035670491726,0.034869023288289676,0.17150610287984208,0.0,0.00012493239838383028,0.0016938645799883547
1700479007738-2-1-1-5-5,test,1700479007738,2,1,1,5,5,Sadness,0.0649588168706221,0.0121893345566301,0.055069049866375466,1.401298464324817e-45,0.03739715708943545,0.016004916507163156,0.00993760827307896,0.02964304162499801,0.010510556236734135,5.469952457506806e-07,4.737087399468189e-07,0.8933659156163534,0.0026693931229222474,0.3106811091303825,1.776567672555641e-17,0.24859146326780315,0.0015311539300917494,0.0008301311424808971,7.933823691683e-16,0.02204525110622243,0.0048638384477534755,0.004245612515200894,0.010606792538116324,0.010575071638446103,3.936575768375511e-11,1.401298464324817e-45,0.03026407938450572,0.012910052140553768,0.010297064358989394,0.004245550360388672,4.133403234522307e-06,3.9240550219933844e-09
1700479015441-2-1-1-8-3,test,1700479015441,2,1,1,8,3,Happiness,0.07820042893467678,0.06863675039882457,0.0007334766487589678,1.401298464324817e-45,0.3768656741827726,0.09465644898915376,0.038353809962669946,2.577884647844961e-28,0.19047107721368467,0.8766529012471438,0.2549709320068359,0.008084041024752218,2.0310598079453528e-14,0.05264364068085946,0.00912743646961943,0.031411648510644784,1.681945101837688e-14,5.633920743454103e-18,0.00022584586319376884,0.012883781051884046,0.15970223004308837,0.008427614035705699,1.2843730532125012e-12,0.004563726562385931,3.489637907608044e-14,1.401298464324817e-45,0.051043283283555216,0.0022489899924645713,0.0,0.016088126683434692,0.010865572995195744,0.00023482751922542102
1700479105264-2-1-2-0-4,test,1700479105264,2,1,2,0,4,Neutral,1.3255045627243297e-06,0.0003572922189450602,1.957247369895517e-06,1.401298464324817e-45,0.0097328826564383,2.21768940381033e-09,0.013844957792510547,9.526648251844735e-38,0.028611974966679513,0.0026087883990081797,0.0025133898011896793,0.00028781736752609766,8.654409870925349e-05,0.002694594543754628,3.356810471290099e-43,0.0011726194199430245,2.480695316419818e-42,1.401298464324817e-45,6.048938371002128e-45,0.007417361289329436,0.007989762059112539,0.0001645676594584933,3.16916489403678e-05,4.826769883017961e-35,3.474496187318978e-42,1.401298464324817e-45,0.0091140494061013,0.06972954440861938,0.1747969205646465,0.00011662545216951261,0.0015877092459049486,8.884753289637934e-09
1700479106931-2-1-2-1-1,test,1700479106931,2,1,2,1,1,Disgust,0.0021733235376292207,7.475029557893574e-05,1.3287947512429185e-10,1.401298464324817e-45,0.005779550527163537,4.6104943355884053e-17,0.0886578891581545,0.000450122039425565,0.001751006598528677,0.0003345090898456124,0.0003089536429406775,0.1883419759592107,1.8805751901469285e-15,0.09944127194685276,0.07069084191073971,0.01551591337756782,0.0034724370537636026,0.04758841448153056,0.0115280650075874,0.12249910023335055,0.0045398299853993,6.258163429041135e-13,0.02507652686912938,0.00829807959962633,1.401298464324817e-45,1.401298464324817e-45,0.0,0.11029891769091285,0.09523544417073325,0.0,0.0008899988747624099,3.053897446225449e-05
1700479111705-2-1-2-3-2,test,1700479111705,2,1,2,3,2,Fear,0.07460295125955169,0.04803483799914825,9.798508157082369e-23,1.401298464324817e-45,0.008419120001296155,2.318902283217902e-39,0.02637209954361116,2.281706685938031e-11,0.2127793324490388,0.07333069996287421,0.24245522146423654,0.10136089238027726,0.16154227964580056,0.04703987068688347,4.1567099619599776e-16,0.4303977653384209,2.93112744902061e-09,3.6748586184430264e-11,5.1231021316284025e-11,0.5828136831521988,0.04855164700723998,3.1472609532526004e-35,0.05037973086291455,0.0073690402466722055,9.678856726820507e-08,2.5798727279234434e-08,0.02575819619620838,0.017521559664358664,0.0004746996370765034,1.382609654452279e-35,1.428747798161402e-22,0.0011301986736441127
